-BEGIN HEADER-,,,,,,,
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data ,,,,,,,
Dates (month/day/year): 01/01/2021 through 12/31/2021 ,,,,,,,
Location: Latitude  25.4205   Longitude 46.126 ,,,,,,,
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 640.23 meters,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,
Parameter(s): ,,,,,,,
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) ,,,,,,,
T2M                   MERRA-2 Temperature at 2 Meters (C) ,,,,,,,
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) ,,,,,,,
WD50M                 MERRA-2 Wind Direction at 50 Meters (Degrees) ,,,,,,,
-END HEADER-,,,,,,,
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,T2M,WS10M,WD50M
2021,10,24,21,0,23.54,3.37,17.87
2021,10,24,22,0,22.54,3.24,29.83
2021,10,24,23,0,21.73,3,38.97
2021,10,25,0,0,21.04,2.91,52.24
2021,10,25,1,0,20.36,2.95,66.47
2021,10,25,2,0,19.73,3,78.42
2021,10,25,3,0,19.19,3.06,88.85
2021,10,25,4,0,18.7,3.15,97.99
2021,10,25,5,0,18.26,3.28,106.5
2021,10,25,6,55.25,18.26,3.38,115.39
2021,10,25,7,251.12,20.6,4.75,123.71
2021,10,25,8,469.08,23.29,4.03,127.19
2021,10,25,9,651.46,28.24,3.91,131.5
2021,10,25,10,776.68,31.15,3.44,141.82
2021,10,25,11,801.55,32.87,2.95,153.25
2021,10,25,12,774.53,34,2.33,163.92
2021,10,25,13,672.54,34.62,1.63,176.77
2021,10,25,14,490.47,34.69,0.93,195.45
2021,10,25,15,280.05,34.27,0.27,230.53
2021,10,25,16,97.67,32.75,0.8,29.51
2021,10,25,17,0,28.73,2.51,52.33
2021,10,25,18,0,26.77,3.69,66.38
2021,10,25,19,0,25.76,5.1,76.82
2021,10,25,20,0,24.59,6.03,85.89
2021,10,25,21,0,23.44,6.13,94.04
2021,10,25,22,0,22.52,6.09,103.1
2021,10,25,23,0,21.73,5.96,111.8
2021,10,26,0,0,20.96,5.58,119.4
2021,10,26,1,0,20.19,5.12,126.24
2021,10,26,2,0,19.51,4.77,132.25
2021,10,26,3,0,18.96,4.59,137.7
2021,10,26,4,0,18.54,4.6,142.31
2021,10,26,5,0,18.21,4.73,146.04
2021,10,26,6,52.38,18.2,5.02,150.1
2021,10,26,7,242.65,20.07,6.17,154.99
2021,10,26,8,459.98,23.19,5.94,160.22
2021,10,26,9,642.71,27.06,6.01,165.34
2021,10,26,10,764.75,30.76,6.83,179.43
2021,10,26,11,819.71,32.91,7.05,190.49
2021,10,26,12,795.27,34.03,6.81,198.34
2021,10,26,13,670.12,34.62,6.35,205.07
2021,10,26,14,497.06,34.72,5.76,210.8
2021,10,26,15,288.33,34.3,5.06,214.52
2021,10,26,16,97.72,32.19,2.95,209.25
2021,10,26,17,0,28.13,2.76,186.49
2021,10,26,18,0,26.3,3.3,165.45
2021,10,26,19,0,25.32,3.87,157.28
2021,10,26,20,0,24.71,4.3,155.92
2021,10,26,21,0,24.06,4.76,157.53
2021,10,26,22,0,23.23,5.05,161.57
2021,10,26,23,0,22.39,5.11,168.05
2021,10,27,0,0,21.66,5.19,173.82
2021,10,27,1,0,21,5.27,176.99
2021,10,27,2,0,20.43,5.42,180
2021,10,27,3,0,19.96,5.63,182.3
2021,10,27,4,0,19.56,5.79,183.3
2021,10,27,5,0,19.29,5.97,184.45
2021,10,27,6,54.34,19.32,6.3,186.9
2021,10,27,7,253.77,21.23,7.26,190.29
2021,10,27,8,471.29,24.43,6.65,194.63
2021,10,27,9,653.27,29.51,7.43,204.02
2021,10,27,10,774.59,32.69,8.36,209.91
2021,10,27,11,784.67,34.24,8.19,214.38
2021,10,27,12,757.81,35.15,7.53,217.2
2021,10,27,13,654.7,35.54,6.67,218.75
2021,10,27,14,487.23,35.44,5.89,219.03
2021,10,27,15,284.18,34.83,5.16,217.5
2021,10,27,16,86.3,32.54,3.1,209.57
2021,10,27,17,0,28.32,3.17,194.14
2021,10,27,18,0,26.89,3.59,182.59
2021,10,27,19,0,26.29,3.92,178.14
2021,10,27,20,0,25.68,4.37,178.19
2021,10,27,21,0,24.99,4.92,180.32
2021,10,27,22,0,24.53,5.57,183.04
2021,10,27,23,0,24.3,6.4,185.4
2021,10,28,0,0,23.87,7.07,187.84
2021,10,28,1,0,23.41,7.44,190.78
2021,10,28,2,0,23.07,7.6,193.09
2021,10,28,3,0,22.81,7.66,194.6
2021,10,28,4,0,22.59,7.65,195.47
2021,10,28,5,0,22.37,7.65,196.1
2021,10,28,6,45.08,22.3,7.69,196.58
2021,10,28,7,220.3,23.72,8.28,196.41
2021,10,28,8,416.59,26.24,8.19,196.04
2021,10,28,9,593.15,29.74,8.64,195.24
2021,10,28,10,701.79,31.87,8.94,194.43
2021,10,28,11,730.56,33.13,8.44,195.2
2021,10,28,12,692.51,34.02,7.7,195.33
2021,10,28,13,628.96,34.18,6.95,194.4
2021,10,28,14,470.7,33.77,6.32,193.16
2021,10,28,15,276.25,33.07,5.58,191.64
2021,10,28,16,87.46,30.79,3.42,191
2021,10,28,17,0,27.9,3.45,188.56
2021,10,28,18,0,26.83,3.65,184.87
2021,10,28,19,0,26.26,3.86,182.73
2021,10,28,20,0,25.8,4.11,182.17
2021,10,28,21,0,25.37,4.36,182.57
2021,10,28,22,0,24.95,4.57,184.04
2021,10,28,23,0,24.51,4.75,185.09
2021,10,29,0,0,24.05,4.97,186.07
2021,10,29,1,0,23.57,5.17,185.94
2021,10,29,2,0,23.15,5.13,185.04
2021,10,29,3,0,22.84,4.95,183.84
2021,10,29,4,0,22.58,4.77,182.46
2021,10,29,5,0,22.34,4.69,181.15
2021,10,29,6,36.41,22.36,4.7,180.34
2021,10,29,7,169.34,24.37,5.85,179.38
2021,10,29,8,335.39,26.26,6.53,177.28
2021,10,29,9,556.06,29.1,6.92,176.05
2021,10,29,10,618.26,32.15,8.27,178.17
2021,10,29,11,678.74,33.21,8,178.82
2021,10,29,12,662.91,33.76,7.49,178.46
2021,10,29,13,564.39,33.9,7.08,177.25
2021,10,29,14,438.98,33.64,6.76,175.54
2021,10,29,15,238.51,32.93,6.36,172.78
2021,10,29,16,64.56,31.27,4.65,167.14
2021,10,29,17,0,27.58,3.5,159.61
2021,10,29,18,0,26.19,3.58,154.27
2021,10,29,19,0,25.33,3.56,149.87
2021,10,29,20,0,24.55,3.56,145.86
2021,10,29,21,0,23.83,3.61,142.48
2021,10,29,22,0,23.23,3.7,139.69
2021,10,29,23,0,22.77,3.83,137.07
2021,10,30,0,0,22.52,4.21,136.46
2021,10,30,1,0,22.26,4.68,138.28
2021,10,30,2,0,21.9,5,142.14
2021,10,30,3,0,21.51,5.03,146.67
2021,10,30,4,0,21.08,4.87,151.24
2021,10,30,5,0,20.66,4.68,155.37
2021,10,30,6,43.38,20.45,4.46,158.9
2021,10,30,7,215.78,22.17,5.37,161.81
2021,10,30,8,425.02,24.86,4.69,162.01
2021,10,30,9,608.29,29.15,6.31,158.28
2021,10,30,10,738.01,30.89,5.78,151.26
2021,10,30,11,766.84,31.94,5.68,143.68
2021,10,30,12,739.33,32.56,5.75,137.84
2021,10,30,13,641.02,32.73,5.87,133.49
2021,10,30,14,437.81,32.45,5.95,130.15
2021,10,30,15,229.95,31.69,5.91,127.34
2021,10,30,16,64.59,30.35,5.3,125.7
2021,10,30,17,0,26.93,3.43,126.23
2021,10,30,18,0,25.48,3.64,128.64
2021,10,30,19,0,24.72,3.83,132.14
2021,10,30,20,0,23.97,3.92,136.66
2021,10,30,21,0,23.25,3.93,140.96
2021,10,30,22,0,22.6,3.89,144.39
2021,10,30,23,0,21.98,3.79,146.85
2021,10,31,0,0,21.4,3.68,149.53
2021,10,31,1,0,20.86,3.57,153.22
2021,10,31,2,0,20.37,3.47,157.15
2021,10,31,3,0,19.9,3.37,161.44
2021,10,31,4,0,19.48,3.26,166.1
2021,10,31,5,0,19.1,3.18,170.53
2021,10,31,6,49.01,19.12,3.09,175.41
2021,10,31,7,245.95,21.93,4.42,179.68
2021,10,31,8,465.06,24.7,4.16,178.35
2021,10,31,9,644.59,28.56,4.26,163.52
2021,10,31,10,765.56,29.93,3.98,159.07
2021,10,31,11,799.01,30.88,3.89,157.25
2021,10,31,12,773.52,31.56,3.79,155.04
2021,10,31,13,628.98,31.88,3.8,152.95
2021,10,31,14,441.31,31.8,3.81,151.12
2021,10,31,15,240.01,31.24,3.81,149.18
2021,10,31,16,68.79,29.93,3.26,145.91
2021,10,31,17,0,26.01,2.76,141.05
2021,10,31,18,0,24.49,3.09,140.05
2021,10,31,19,0,23.58,3.25,142.19
2021,10,31,20,0,22.76,3.36,145.68
2021,10,31,21,0,22.05,3.45,149.47
2021,10,31,22,0,21.4,3.52,153.62
2021,10,31,23,0,20.81,3.54,159.4
2021,11,1,0,0,20.23,3.54,166.89
2021,11,1,1,0,19.66,3.53,175.74
2021,11,1,2,0,19.12,3.51,185.25
2021,11,1,3,0,18.59,3.48,195.22
2021,11,1,4,0,18.09,3.45,205.39
2021,11,1,5,0,17.6,3.42,213.92
2021,11,1,6,48.46,17.46,3.31,219.4
2021,11,1,7,247.06,20.58,4.29,222.76
2021,11,1,8,465.15,23.23,4.01,224.78
2021,11,1,9,642.71,27.34,2.92,221.33
2021,11,1,10,763.74,29.96,1.62,208.92
2021,11,1,11,792.26,30.97,1.17,192.85
2021,11,1,12,764.09,31.63,0.91,195.62
2021,11,1,13,665.39,31.94,0.78,223.47
2021,11,1,14,437.45,31.89,0.86,254.91
2021,11,1,15,217.27,31.44,1.11,277.82
2021,11,1,16,55.75,30.16,1.06,291.8
2021,11,1,17,0,28.26,0.79,302.63
2021,11,1,18,0,27.62,0.38,306.3
2021,11,1,19,0,27.07,0.2,185.53
2021,11,1,20,0,26.04,0.68,171.94
2021,11,1,21,0,25.08,1.12,179.1
2021,11,1,22,0,23.92,1.5,189.14
2021,11,1,23,0,22.68,1.88,202.11
2021,11,2,0,0,21.57,2.2,213.92
2021,11,2,1,0,20.59,2.48,222
2021,11,2,2,0,19.65,2.75,226.28
2021,11,2,3,0,18.79,2.99,228.64
2021,11,2,4,0,18.06,3.19,230.89
2021,11,2,5,0,17.45,3.35,233.66
2021,11,2,6,46.77,17.21,3.45,237.05
2021,11,2,7,243.46,20.61,4.23,239.77
2021,11,2,8,451.21,23.34,4.57,241.22
2021,11,2,9,628.22,27.44,3.67,246.18
2021,11,2,10,742.84,30.62,2.43,277.59
2021,11,2,11,803.64,31.73,1.99,302.05
2021,11,2,12,768.94,32.35,1.88,311.17
2021,11,2,13,681.88,32.61,1.87,315
2021,11,2,14,492.77,32.48,1.91,321.74
2021,11,2,15,284.22,31.93,1.95,333.16
2021,11,2,16,59.79,30.38,1.48,354.29
2021,11,2,17,0,27.81,1.56,27.74
2021,11,2,18,0,26.38,1.86,51.39
2021,11,2,19,0,25.24,2.06,69.36
2021,11,2,20,0,24.26,2.15,87.03
2021,11,2,21,0,23.48,2.14,105.11
2021,11,2,22,0,22.87,2.08,123.81
2021,11,2,23,0,22.4,1.99,144.28
2021,11,3,0,0,21.98,1.96,166.43
2021,11,3,1,0,21.51,2.03,186.95
2021,11,3,2,0,21.12,2.13,202.72
2021,11,3,3,0,20.67,2.29,215.54
2021,11,3,4,0,20.1,2.49,225.93
2021,11,3,5,0,19.47,2.67,233.55
2021,11,3,6,41.32,19.11,2.74,239.68
2021,11,3,7,248.27,21.73,2.78,245.05
2021,11,3,8,464.14,24.39,3.43,247.12
2021,11,3,9,643.6,28.48,2.34,272.97
2021,11,3,10,760.49,31.33,2.12,314.2
2021,11,3,11,779.98,32.42,2.36,322.44
2021,11,3,12,750.73,33.03,2.47,323.29
2021,11,3,13,649.34,33.3,2.63,325.32
2021,11,3,14,413.86,33.19,2.82,330.97
2021,11,3,15,204.84,32.62,2.92,341.04
2021,11,3,16,65.91,30.69,2.18,358.65
2021,11,3,17,0,26.9,2.47,21.33
2021,11,3,18,0,25.29,2.79,38.42
2021,11,3,19,0,24.18,2.93,52.6
2021,11,3,20,0,23.27,2.93,65.22
2021,11,3,21,0,22.62,2.79,75.84
2021,11,3,22,0,22.33,2.53,85.34
2021,11,3,23,0,22.29,2.19,94.88
2021,11,4,0,0,22.21,1.9,105.12
2021,11,4,1,0,22.02,1.68,115.19
2021,11,4,2,0,21.79,1.52,124.89
2021,11,4,3,0,21.49,1.43,134.34
2021,11,4,4,0,21.24,1.34,143.13
2021,11,4,5,0,21.02,1.24,151.21
2021,11,4,6,45.06,20.92,1.15,159.66
2021,11,4,7,240.99,22.24,1.02,171.68
2021,11,4,8,454.14,24.62,1.11,186.43
2021,11,4,9,633.21,28.08,0.31,86.76
2021,11,4,10,749.91,31.51,2.55,45.96
2021,11,4,11,804.8,32.64,3.31,44.74
2021,11,4,12,776.6,33.22,3.68,40.24
2021,11,4,13,654.46,33.41,3.89,34.28
2021,11,4,14,475.54,33.19,4,29.81
2021,11,4,15,265.56,32.51,4.02,27.79
2021,11,4,16,76.53,30.47,2.89,30.71
2021,11,4,17,0,26.18,3.05,38.58
2021,11,4,18,0,24.66,3.28,47.32
2021,11,4,19,0,23.64,3.35,55.52
2021,11,4,20,0,22.65,3.35,60.78
2021,11,4,21,0,21.7,3.28,61.56
2021,11,4,22,0,20.8,3.17,57.49
2021,11,4,23,0,20.01,3.1,50.35
2021,11,5,0,0,19.31,3.07,43.98
2021,11,5,1,0,18.69,3.05,40
2021,11,5,2,0,18.14,3.02,38.39
2021,11,5,3,0,17.66,2.96,37.96
2021,11,5,4,0,17.24,2.91,37.32
2021,11,5,5,0,16.85,2.85,35.48
2021,11,5,6,42.13,16.73,2.73,32.16
2021,11,5,7,237.84,19.19,3.57,27.97
2021,11,5,8,444.45,21.76,3.55,25.13
2021,11,5,9,621.27,25.4,3.3,21.34
2021,11,5,10,734.69,27.37,2.57,7.08
2021,11,5,11,759.87,28.65,2.16,339.86
2021,11,5,12,733.52,29.54,2.24,314.59
2021,11,5,13,636.45,29.98,2.58,302.89
2021,11,5,14,421.7,29.98,2.94,302.92
2021,11,5,15,221.68,29.52,3.11,309.64
2021,11,5,16,67.05,28.24,2.6,326.52
2021,11,5,17,0,24.82,2.49,354.79
2021,11,5,18,0,23.48,2.93,9.94
2021,11,5,19,0,22.58,3.11,17.44
2021,11,5,20,0,21.67,3.11,23.48
2021,11,5,21,0,20.74,2.96,31.35
2021,11,5,22,0,19.91,2.75,42.4
2021,11,5,23,0,19.3,2.48,57.5
2021,11,6,0,0,18.99,2.18,76.4
2021,11,6,1,0,18.87,1.93,98.91
2021,11,6,2,0,18.72,1.78,124.07
2021,11,6,3,0,18.36,1.77,149.81
2021,11,6,4,0,17.8,1.91,173.07
2021,11,6,5,0,17.12,2.15,191.34
2021,11,6,6,41.76,16.73,2.35,205.29
2021,11,6,7,232.52,19.37,2.99,216.62
2021,11,6,8,445.06,21.9,3.07,228.74
2021,11,6,9,623.98,26.01,2.89,258.86
2021,11,6,10,740.07,28.03,3.53,274.02
2021,11,6,11,781.2,29.38,4.08,281.66
2021,11,6,12,752.89,30.32,4.55,287.45
2021,11,6,13,654.48,30.82,4.93,293.79
2021,11,6,14,465.36,30.83,5.29,300.87
2021,11,6,15,254.12,30.26,5.65,308.74
2021,11,6,16,69.79,28.75,5.02,320.26
2021,11,6,17,0,24.8,3.76,335.9
2021,11,6,18,0,23.25,4.13,348.4
2021,11,6,19,0,22.08,4.09,357.77
2021,11,6,20,0,20.94,3.72,4.9
2021,11,6,21,0,20,3.4,10.94
2021,11,6,22,0,19.23,3.22,16.11
2021,11,6,23,0,18.58,3.12,20.29
2021,11,7,0,0,18,3.04,23.43
2021,11,7,1,0,17.45,2.95,25.19
2021,11,7,2,0,16.94,2.81,25.7
2021,11,7,3,0,16.48,2.61,27.03
2021,11,7,4,0,16.22,2.31,30.96
2021,11,7,5,0,16.19,1.99,38.82
2021,11,7,6,7.81,16.44,1.54,45.56
2021,11,7,7,231.71,18.22,1.02,44.76
2021,11,7,8,437.25,20.17,0.54,10.23
2021,11,7,9,594.07,24.35,1.02,292.56
2021,11,7,10,713.35,26.8,2.34,278.85
2021,11,7,11,766.72,28.09,3.3,280.6
2021,11,7,12,741.06,28.9,3.96,287.18
2021,11,7,13,643.62,29.26,4.41,296.52
2021,11,7,14,480.84,29.13,4.74,305.28
2021,11,7,15,271.55,28.5,4.99,314.54
2021,11,7,16,54.68,27.03,4.58,327.08
2021,11,7,17,0,23.44,3.5,341.72
2021,11,7,18,0,22.09,4.01,350.55
2021,11,7,19,0,21.05,4.11,356.84
2021,11,7,20,0,19.95,3.86,2.04
2021,11,7,21,0,18.94,3.54,6.83
2021,11,7,22,0,18.07,3.29,11.53
2021,11,7,23,0,17.29,3.11,15.54
2021,11,8,0,0,16.62,3.05,17.67
2021,11,8,1,0,16.08,3.04,16.73
2021,11,8,2,0,15.55,3.01,13.61
2021,11,8,3,0,15.03,3,9.62
2021,11,8,4,0,14.54,3.01,5.77
2021,11,8,5,0,14.07,3.03,3.39
2021,11,8,6,39.67,13.82,2.94,1.6
2021,11,8,7,227.77,16.32,3.77,358.87
2021,11,8,8,439.93,18.63,3.21,356.09
2021,11,8,9,617.09,22.61,3.36,358.17
2021,11,8,10,733.41,24.83,3.19,346.35
2021,11,8,11,766.31,26.19,3.05,334.45
2021,11,8,12,740.25,27.11,2.99,326.15
2021,11,8,13,641.05,27.55,2.93,321.98
2021,11,8,14,426.38,27.55,2.98,322.73
2021,11,8,15,220.46,27.05,3.12,329.67
2021,11,8,16,59.31,25.63,2.8,346.93
2021,11,8,17,0,21.85,2.92,7.68
2021,11,8,18,0,20.62,3.37,17.7
2021,11,8,19,0,19.73,3.59,21.92
2021,11,8,20,0,18.81,3.58,23.39
2021,11,8,21,0,17.9,3.41,24.11
2021,11,8,22,0,17.06,3.21,25.6
2021,11,8,23,0,16.29,3.03,28.04
2021,11,9,0,0,15.65,2.92,30.88
2021,11,9,1,0,15.12,2.85,34.09
2021,11,9,2,0,14.68,2.78,37.34
2021,11,9,3,0,14.3,2.72,40.07
2021,11,9,4,0,13.92,2.67,42.21
2021,11,9,5,0,13.55,2.64,43.91
2021,11,9,6,38.4,13.4,2.52,45.53
2021,11,9,7,225.87,15.99,2.71,48.35
2021,11,9,8,437.82,18.26,2.45,51.72
2021,11,9,9,615.16,22.15,1.93,50.02
2021,11,9,10,729.67,25.04,1.16,27.92
2021,11,9,11,778.09,26.51,0.94,340.73
2021,11,9,12,750.88,27.5,1.21,325.13
2021,11,9,13,617.73,28.01,1.44,331.13
2021,11,9,14,437.15,28.07,1.68,342.7
2021,11,9,15,234.03,27.62,1.99,0.69
2021,11,9,16,64.05,26.08,2.06,25.7
2021,11,9,17,0,22.2,2.93,43.99
2021,11,9,18,0,20.89,3.54,55.03
2021,11,9,19,0,19.98,3.84,62.48
2021,11,9,20,0,19.01,3.83,67.71
2021,11,9,21,0,18.07,3.63,72.15
2021,11,9,22,0,17.19,3.39,76.41
2021,11,9,23,0,16.39,3.18,80.84
2021,11,10,0,0,15.69,3.02,88.33
2021,11,10,1,0,15.11,2.87,98.59
2021,11,10,2,0,14.65,2.74,108.77
2021,11,10,3,0,14.28,2.61,119.12
2021,11,10,4,0,14.08,2.51,130.45
2021,11,10,5,0,14.15,2.49,141.69
2021,11,10,6,34.1,14.16,2.52,149.6
2021,11,10,7,204.71,16.59,3.16,155.83
2021,11,10,8,413.44,18.88,3.26,160.62
2021,11,10,9,597.81,23.01,2.84,172
2021,11,10,10,715.09,25.98,2.56,186.77
2021,11,10,11,739.42,27.55,2.4,201.09
2021,11,10,12,711.52,28.58,2.38,214.01
2021,11,10,13,613.07,29.12,2.49,223.33
2021,11,10,14,420.62,29.21,2.57,230.77
2021,11,10,15,219.16,28.78,2.41,234.05
2021,11,10,16,58.6,27.22,1.3,223.53
2021,11,10,17,0,25.4,1.09,152.37
2021,11,10,18,0,22.83,2.34,126.03
2021,11,10,19,0,21.07,3.33,128.78
2021,11,10,20,0,20.43,3.86,136.35
2021,11,10,21,0,20.08,4.51,144.92
2021,11,10,22,0,19.73,5.52,152.81
2021,11,10,23,0,19.17,6.47,159.91
2021,11,11,0,0,18.44,7.02,166.6
2021,11,11,1,0,17.79,7.3,173.05
2021,11,11,2,0,17.3,7.33,178.74
2021,11,11,3,0,16.93,7.3,183.24
2021,11,11,4,0,16.62,7.41,186.06
2021,11,11,5,0,16.25,7.64,187.94
2021,11,11,6,32.85,15.85,7.75,191.9
2021,11,11,7,197.02,16.91,8.31,198.49
2021,11,11,8,397.02,19.88,8.25,205.4
2021,11,11,9,571.83,23.65,8.34,208.97
2021,11,11,10,688.23,26.96,9.22,214.67
2021,11,11,11,711.88,29.54,9.67,222.99
2021,11,11,12,665.23,31,9.53,229.15
2021,11,11,13,587.7,31.68,9.16,233.28
2021,11,11,14,420.45,31.76,8.63,236.56
2021,11,11,15,227.16,31.19,7.91,238.62
2021,11,11,16,57.33,28.83,5.1,236.89
2021,11,11,17,0,24.59,4.04,232.05
2021,11,11,18,0,23.26,4.07,225.39
2021,11,11,19,0,22.45,4.15,218.46
2021,11,11,20,0,21.8,4.38,212.83
2021,11,11,21,0,21.27,4.75,209.48
2021,11,11,22,0,20.83,5.35,208.51
2021,11,11,23,0,20.4,6.09,208.8
2021,11,12,0,0,19.81,6.44,209.43
2021,11,12,1,0,18.92,6.13,211.16
2021,11,12,2,0,17.87,5.43,216.22
2021,11,12,3,0,16.8,4.62,225
2021,11,12,4,0,15.87,4.06,235.16
2021,11,12,5,0,15.2,3.74,241.02
2021,11,12,6,29.78,15.05,3.69,244.49
2021,11,12,7,199.14,16.98,4.98,247.41
2021,11,12,8,383.77,19.36,4.74,249.46
2021,11,12,9,584.8,22.37,4.4,250.71
2021,11,12,10,709.14,25.29,4.95,248.18
2021,11,12,11,721.34,27.4,5.31,244.26
2021,11,12,12,662.87,28.63,5.21,241.5
2021,11,12,13,580.16,29.23,5.05,240.49
2021,11,12,14,432.71,29.66,4.76,241.49
2021,11,12,15,237.79,29.71,4.28,243.43
2021,11,12,16,60.35,27.4,2.22,254.64
2021,11,12,17,0,25.53,1.49,301
2021,11,12,18,0,23.18,2.21,3.5
2021,11,12,19,0,21.55,3.03,23.95
2021,11,12,20,0,19.84,3.53,32.36
2021,11,12,21,0,18.32,3.92,41.28
2021,11,12,22,0,17.19,3.94,51.31
2021,11,12,23,0,16.26,3.72,60.9
2021,11,13,0,0,15.37,3.4,69.25
2021,11,13,1,0,14.62,3.14,76.67
2021,11,13,2,0,13.96,2.98,83.08
2021,11,13,3,0,13.4,2.93,88.82
2021,11,13,4,0,12.91,2.88,92.61
2021,11,13,5,0,12.48,2.85,95.44
2021,11,13,6,30.62,12.26,2.79,96.78
2021,11,13,7,192.63,14.61,3.76,97.25
2021,11,13,8,390.55,16.94,3.48,97.34
2021,11,13,9,567.32,21.03,3.97,105.16
2021,11,13,10,684.47,24.55,3.84,121.02
2021,11,13,11,747.34,26.66,3.49,133.68
2021,11,13,12,719.51,27.86,2.97,136.86
2021,11,13,13,621.33,28.4,2.38,131.63
2021,11,13,14,459.59,28.46,2.08,112.47
2021,11,13,15,256.42,27.9,2.41,84.81
2021,11,13,16,43.61,25.9,2.36,67.98
2021,11,13,17,0,23.09,3.45,67.6
2021,11,13,18,0,22.04,4.46,72.46
2021,11,13,19,0,20.01,4.23,78.12
2021,11,13,20,0,18.71,4.02,82.16
2021,11,13,21,0,17.76,3.81,84.41
2021,11,13,22,0,17,3.6,86.3
2021,11,13,23,0,16.56,3.46,87.62
2021,11,14,0,0,16.12,3.23,88.97
2021,11,14,1,0,15.65,3.02,89.78
2021,11,14,2,0,15.27,2.8,89.53
2021,11,14,3,0,14.83,2.51,87.62
2021,11,14,4,0,14.8,2.29,83.92
2021,11,14,5,0,14.67,2.1,81.56
2021,11,14,6,30.67,14.58,1.91,82.47
2021,11,14,7,187.65,15.52,2.79,82.37
2021,11,14,8,374.17,16.85,2.26,81.92
2021,11,14,9,575.44,20.51,1.9,114.19
2021,11,14,10,698.09,24.61,2.09,156.43
2021,11,14,11,734.8,26.46,1.99,166.85
2021,11,14,12,707.64,27.57,1.65,162.85
2021,11,14,13,612.99,28.05,1.4,144.62
2021,11,14,14,450.5,28.19,1.49,119.65
2021,11,14,15,248.84,27.84,1.85,100.52
2021,11,14,16,48.59,26,1.72,77.57
2021,11,14,17,0,22.96,2.68,64.96
2021,11,14,18,0,21.9,3.19,66.14
2021,11,14,19,0,21,3.6,70.28
2021,11,14,20,0,19.98,3.61,75.39
2021,11,14,21,0,18.87,3.04,81.51
2021,11,14,22,0,17.88,2.62,89.15
2021,11,14,23,0,16.76,2.55,96.56
2021,11,15,0,0,15.8,2.5,106.28
2021,11,15,1,0,15.34,2.39,118.48
2021,11,15,2,0,14.96,2.37,130.17
2021,11,15,3,0,14.6,2.41,140.52
2021,11,15,4,0,14.17,2.46,149.43
2021,11,15,5,0,13.83,2.51,155.74
2021,11,15,6,29.18,13.63,2.53,159.02
2021,11,15,7,187.27,16.31,2.66,159.59
2021,11,15,8,370,19.02,2.97,157.26
2021,11,15,9,544.98,23.45,3.52,174.3
2021,11,15,10,633.8,26.23,3.99,178.3
2021,11,15,11,677.02,27.65,4.12,174.91
2021,11,15,12,675.53,28.49,4.04,172.72
2021,11,15,13,598.94,28.87,3.87,169.72
2021,11,15,14,421.52,28.84,3.84,165.32
2021,11,15,15,238.65,28.3,3.72,162.93
2021,11,15,16,47.19,26.1,2.41,161.03
2021,11,15,17,0,22.38,2.87,147.18
2021,11,15,18,0,21.05,3.28,141.79
2021,11,15,19,0,20.17,3.55,139.53
2021,11,15,20,0,19.5,3.82,140.18
2021,11,15,21,0,18.98,4.19,143.86
2021,11,15,22,0,18.44,4.47,149.73
2021,11,15,23,0,17.9,4.59,156.26
2021,11,16,0,0,17.48,4.75,162.01
2021,11,16,1,0,17.08,4.79,168.07
2021,11,16,2,0,16.74,4.82,174.01
2021,11,16,3,0,16.47,4.75,180.2
2021,11,16,4,0,16.77,4.97,187.14
2021,11,16,5,0,16.73,5.17,193.94
2021,11,16,6,26.96,16.55,5.58,199.76
2021,11,16,7,176.51,17.56,6.61,202.14
2021,11,16,8,356.2,19.99,6.35,201.07
2021,11,16,9,539.24,24.09,8.19,210.46
2021,11,16,10,646.08,27.02,9.43,219.99
2021,11,16,11,678.17,28.58,9.25,228.76
2021,11,16,12,603.57,29.48,8.56,237.11
2021,11,16,13,512.09,29.74,7.59,246.05
2021,11,16,14,374.94,29.69,6.52,255.8
2021,11,16,15,206.91,29.37,5.47,265.2
2021,11,16,16,44.8,27.69,3.34,275.42
2021,11,16,17,0,23.99,3.05,289.81
2021,11,16,18,0,22.66,3.32,311.62
2021,11,16,19,0,21.9,3.89,331.75
2021,11,16,20,0,20.87,5.14,344.08
2021,11,16,21,0,19.5,6.07,349.68
2021,11,16,22,0,18.28,6.34,349.21
2021,11,16,23,0,17.38,6.4,346.2
2021,11,17,0,0,16.58,6.02,344.65
2021,11,17,1,0,15.76,5.25,346.39
2021,11,17,2,0,15.42,4.78,348.43
2021,11,17,3,0,14.87,3.99,350.52
2021,11,17,4,0,14.01,3.33,355.48
2021,11,17,5,0,13.23,2.87,3.56
2021,11,17,6,29.46,13.12,2.8,11.08
2021,11,17,7,205.55,14.73,4.11,14.63
2021,11,17,8,414.78,17.2,4.33,21.12
2021,11,17,9,588.29,20.38,4.55,31.24
2021,11,17,10,705.44,22.83,3.91,30.31
2021,11,17,11,719.71,24.34,3.11,25.62
